,DiskUsage,TotalCpus,TotalMemory,TotalDisk,CpuCacheSize,TotalVirtualMemory,GLIDEIN_Job_Max_Time,TotalSlots,CpuIsBusy,SlotType,Failure,Site
6419,2015975,8,24576,1862201276,28160,199726104,34800,4,1,0,0,Lancaster
6420,9015389,128,248000,371382672,512,353271656,7200,32,1,0,0,Purdue-Anvil
6421,674575,8,24576,1861541276,28160,200494812,34800,9,1,0,0,Lancaster
6423,64277,128,248000,371400536,512,357418596,7200,32,0,0,0,Purdue-Anvil
6424,4122559,8,32768,774797868,512,527108348,14400,9,1,0,1,UConn-HPC
6427,4508903,256,510000,1340088684,512,527683920,7200,64,1,0,0,NERSC-Perlmutter-CPU
6428,36661,8,32768,642188312,512,525721772,14400,9,1,0,1,UConn-HPC
6431,674263,8,20240,2945579000,22528,389555500,34800,9,1,0,1,CERN
6432,81913,64,122000,669995264,40960,131890088,7200,14,0,0,0,T3_US_NERSC
6436,2609866,8,20480,2848684268,512,594486728,34800,6,1,0,1,FZU
6438,375211,8,24576,7442488740,16896,388458172,34800,9,1,0,1,SGrid
6441,185665,4,10000,1666622904,14080,135345936,34800,5,1,0,0,CCIN2P3
6444,1953786,8,20240,1288466852,512,527204196,34800,9,1,0,1,CERN
6445,9084804,48,192000,149585844,33792,196453564,7200,13,0,0,0,TACC-Stampede2
6446,2182758,8,20240,1343727416,512,522186156,34800,9,1,0,0,CERN
6450,187840,8,20240,2945834744,22528,392719188,34800,9,1,0,1,CERN
6451,2893486,128,248000,371398364,512,356491624,7200,32,0,0,0,Purdue-Anvil
6458,304850,128,248000,371397716,512,354349672,7200,32,0,0,0,Purdue-Anvil
6460,220828,56,192000,149549868,39424,196111704,7200,15,0,0,0,TACC-Frontera
6462,187427,64,122000,669995528,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6464,4697549,128,248000,371396964,512,356047972,7200,32,0,0,0,Purdue-Anvil
6468,345220,128,248000,371393144,512,354481256,7200,31,0,0,0,Purdue-Anvil
6470,222578,128,248000,371393444,512,356712552,7200,32,0,0,0,Purdue-Anvil
6472,221987,128,250000,2624934216,512,997138532,7200,32,0,0,0,PSC-Bridges2
6476,1478227,128,248000,371393612,512,353781092,7200,32,0,0,0,Purdue-Anvil
6477,807671,8,20240,1197851160,20480,129790520,34800,6,1,0,0,CERN
6478,221959,64,122000,669995424,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6483,240,4,16000,792541824,36608,426906432,34800,5,1,0,1,London_QMUL
6487,243,8,24576,1871708324,28160,200249864,34800,9,1,0,1,Lancaster
6488,5213818,1,2500,733010968,22528,199830644,32400,1,1,1,1,Michigan
6489,225652,8,16384,3122289408,512,330033888,34800,5,1,0,0,PIC
6490,5278713,8,32768,874855880,512,526929648,14400,9,1,0,1,UConn-HPC
6494,4600090,8,32768,873570532,512,524967524,14400,9,1,0,1,UConn-HPC
6497,329,1,2500,1534874052,512,267122712,32400,1,1,1,1,Michigan
6498,463784,4,10000,1634601644,14080,131509944,34800,3,1,0,0,CCIN2P3
6500,463572,8,24576,988481660,512,531748564,34800,6,1,0,1,SGrid
6501,463114,8,24576,864247240,20480,98077628,34800,6,0,0,1,Lancaster
6502,80876,8,24576,1875280292,28160,199435400,34800,3,1,0,1,Lancaster
6503,98286,8,20240,1277667388,512,527280348,34800,9,1,0,1,CERN
6506,26787,64,122000,669995988,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6507,2079254,8,24576,1819233132,28160,199964680,34800,9,1,0,0,Lancaster
6509,7500,128,248000,371401148,512,356689764,7200,32,0,0,0,Purdue-Anvil
6511,176098,64,122000,669995468,40960,131890088,7200,14,0,0,0,T3_US_NERSC
6514,132579,1,3000,14001751948,25344,389040476,34800,1,1,1,1,BNL
6515,1564279,128,248000,371402112,512,356723812,7200,32,1,0,0,Purdue-Anvil
6519,3477034,128,248000,371402088,512,357398632,7200,32,0,0,0,Purdue-Anvil
6520,8411392,256,510000,1340088584,512,527683920,7200,64,1,0,0,NERSC-Perlmutter-CPU
6522,67836,8,24576,1848957984,28160,200717456,34800,6,1,0,0,Lancaster
6526,6484680,8,32768,6079339080,512,586722376,34800,9,1,0,1,Manchester
6527,2249082,1,2500,2411330312,512,267692696,32400,1,1,1,1,Michigan
6528,4015875,1,2500,2380571056,512,267689620,32400,1,1,1,1,Michigan
6533,1270026,4,30000,5891300644,512,500686884,34800,5,1,0,1,SURFsara
6535,1630479,4,30000,5773934864,512,503709476,34800,4,1,0,1,SURFsara
6537,187031,8,20240,1348078508,512,527532496,34800,4,1,0,1,CERN
6538,7332956,128,248000,371397764,512,357314152,7200,32,0,0,0,Purdue-Anvil
6539,4018995,8,16384,3107749984,512,324817604,34800,3,1,0,0,PIC
6541,671909,128,248000,371398348,512,356857696,7200,32,0,0,0,Purdue-Anvil
6542,2162639,8,24576,1876464608,28160,200299932,34800,8,1,0,0,Lancaster
6550,2602264,8,24576,1749558992,28160,200173668,34800,8,1,0,0,Lancaster
6551,2833628,8,20480,901106488,15360,191866660,34800,6,1,0,1,FZU
6552,3964454,8,20240,1328689420,512,512840664,34800,4,1,0,1,CERN
6554,2350723,56,192000,149533972,39424,196111700,7200,15,0,0,0,TACC-Frontera
6557,755300,8,24576,1861874736,28160,199974932,34800,9,1,0,0,Lancaster
6562,2434627,1,2500,2236761852,512,267450204,32400,1,1,1,0,Michigan
6563,222155,128,248000,371343676,512,353526632,7200,32,0,0,0,Purdue-Anvil
6564,309,4,16000,188501440,16384,125107436,34800,5,1,0,0,JINR_CLOUD
6568,437660,64,122000,669995544,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6569,2979261,4,16000,335229936,16384,44467488,34800,5,1,0,1,JINR_CLOUD
6573,20572,8,20240,1293066392,512,527433260,34800,9,1,0,1,CERN
6575,24100,56,192000,149506192,39424,196111704,7200,11,0,0,0,TACC-Frontera
6579,75,1,2500,1457778816,512,267086916,32400,1,1,1,0,Michigan
6586,1951992,8,24576,864413812,20480,98006044,34800,9,0,0,1,Lancaster
6587,866138,8,32768,751939164,512,524004052,14400,9,1,0,1,UConn-HPC
6589,28371,128,248000,371346140,512,357300584,7200,32,0,0,0,Purdue-Anvil
6590,464974,8,20240,2971518844,22528,196531936,34800,5,1,0,1,CERN
6593,9280348,56,192000,149529420,39424,196111704,7200,15,0,0,0,TACC-Frontera
6599,21998,56,192000,149533576,39424,196111712,7200,15,0,0,0,TACC-Frontera
6600,4780879,128,248000,911383128,512,263689912,7200,32,0,0,0,SDSC-Expanse
6601,75,8,32768,13829174460,512,593981000,34800,8,1,0,1,Manchester
6602,72970,128,248000,371400300,512,352321380,7200,32,0,0,0,Purdue-Anvil
6603,728289,128,248000,371401132,512,357456232,7200,32,0,0,0,Purdue-Anvil
6605,1515678,128,248000,371402092,512,357450340,7200,32,0,0,0,Purdue-Anvil
6606,353,8,32768,874887244,512,526692284,14400,6,1,0,0,UConn-HPC
6607,201439,8,24576,1847137252,28160,200488512,34800,8,1,0,0,Lancaster
6618,8871591,64,122000,669995924,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6623,2500000,128,248000,371398464,512,357454436,7200,32,0,0,0,Purdue-Anvil
6624,1270968,8,20240,2705013292,512,527227012,34800,9,1,0,1,CERN
6625,1247975,2,6400,657999716,25600,302104888,34800,3,1,0,1,BR_CBPF
6629,1531623,8,20240,2970974444,22528,385618392,34800,3,1,0,0,CERN
6630,43148,8,20240,1294619048,512,527547644,34800,9,1,0,1,CERN
6634,291526,128,248000,371398388,512,352711012,7200,32,1,0,0,Purdue-Anvil
6635,282838,128,248000,371398188,512,357437796,7200,32,1,0,0,Purdue-Anvil
6637,542152,128,248000,371398408,512,356886884,7200,32,0,0,0,Purdue-Anvil
6642,221871,128,248000,371397208,512,352776292,7200,32,1,0,0,Purdue-Anvil
6646,4133683,4,16000,188554544,16384,125107436,34800,2,0,0,1,JINR_CLOUD
6649,648119,128,248000,371345220,512,356415332,7200,32,0,0,0,Purdue-Anvil
6650,221473,56,192000,149549684,39424,196111704,7200,15,0,0,0,TACC-Frontera
6651,513982,56,192000,149548384,39424,196111700,7200,15,0,0,0,TACC-Frontera
6652,11957,8,24576,1803960560,28160,200209880,34800,5,1,0,0,Lancaster
6656,4349765,128,248000,371392924,512,355417448,7200,32,1,0,0,Purdue-Anvil
6660,1000961,128,248000,371343320,512,356876904,7200,32,0,0,0,Purdue-Anvil
6663,733089,4,10000,1697814888,14080,135269152,34800,3,1,0,1,CCIN2P3
6671,749486,4,10000,1659227608,14080,135454232,34800,3,1,0,1,CCIN2P3
6673,97525,64,122000,669995248,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6676,134033,1,2500,1565563012,512,267208912,32400,1,1,1,1,Michigan
6679,334072,128,248000,371399732,512,353113960,7200,32,1,0,0,Purdue-Anvil
6680,875016,8,24576,1788166076,28160,199414296,34800,9,1,0,1,Lancaster
6686,20054,128,248000,371402224,512,356843624,7200,32,0,0,0,Purdue-Anvil
6687,1577,1,2500,1587078556,30720,267927184,32400,1,1,1,1,Michigan
6689,3480996,8,24576,1866749936,28160,199630380,34800,4,1,0,0,Lancaster
6693,82026,128,248000,371400300,512,352322916,7200,32,0,0,0,Purdue-Anvil
6694,1097,1,3000,6730714260,35840,191278084,34800,1,1,1,0,BNL
6697,3842716,256,510000,1340088684,512,527683920,7200,64,1,0,0,NERSC-Perlmutter-CPU
6701,51993,8,20240,2925774576,22528,391072632,34800,5,1,0,1,CERN
6702,920206,64,122000,669995284,40960,131890088,7200,8,0,0,0,T3_US_NERSC
6706,299,8,20480,2766426872,512,594486728,34800,6,1,0,1,FZU
6708,1456140,8,24576,7430624028,16896,390074588,34800,9,1,0,1,SGrid
6711,188678,4,10000,1558730192,14080,132151540,34800,5,1,0,1,CCIN2P3
6715,948788,48,192000,149581464,33792,196453564,7200,13,0,0,0,TACC-Stampede2
6716,2161632,8,20240,1322460816,512,526964712,34800,9,1,0,1,CERN
6720,188141,8,20240,3006591952,22528,392811836,34800,9,1,0,0,CERN
6721,2686213,128,248000,371398344,512,356253544,7200,32,0,0,0,Purdue-Anvil
6728,11714159,128,248000,371397452,512,356438372,7200,32,0,0,0,Purdue-Anvil
6730,1486243,56,192000,149547900,39424,196111708,7200,15,0,0,0,TACC-Frontera
6732,222864,64,122000,669995284,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6733,2300151,8,24576,1875004124,28160,200335268,34800,7,1,0,0,Lancaster
6734,187443,128,248000,371396936,512,353453156,7200,32,0,0,0,Purdue-Anvil
6738,85445,128,248000,371393652,512,355275624,7200,32,0,0,0,Purdue-Anvil
6740,222405,128,248000,371393444,512,356712552,7200,32,0,0,0,Purdue-Anvil
6742,221864,128,250000,2624934216,512,997138532,7200,32,0,0,0,PSC-Bridges2
6747,2540455,1,2500,1458458392,512,267413656,32400,1,1,1,1,Michigan
6748,222189,64,122000,669995404,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6750,3345223,4,16000,188552688,16384,125107436,34800,5,1,0,0,JINR_CLOUD
6753,730629,4,16000,757261980,36608,429017676,34800,5,1,0,1,London_QMUL
6757,574531,8,24576,1866714224,28160,200088200,34800,9,1,0,1,Lancaster
6758,2503605,1,2500,3194548756,36608,300185540,32400,1,1,1,0,Michigan
6759,225650,8,16384,5079939664,35840,144189272,34800,5,1,0,1,PIC
6760,1296961,8,32768,875097748,512,526908720,14400,9,1,0,1,UConn-HPC
6764,6698226,8,32768,874906400,512,525556760,14400,9,1,0,1,UConn-HPC
6767,2193198,1,2500,1901532172,19712,200248764,32400,1,1,1,1,Michigan
6769,1462464,8,32768,772909264,512,523163588,14400,9,1,0,1,UConn-HPC
6770,462880,8,24576,977464892,512,531786964,34800,4,1,0,1,SGrid
6771,462805,8,24576,865757736,20480,98191420,34800,7,1,0,1,Lancaster
6772,52753,8,24576,1779639100,28160,200107324,34800,4,1,0,1,Lancaster
6773,99240,8,20240,1293876648,512,527469556,34800,9,1,0,1,CERN
6776,28442,64,122000,669995148,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6779,7500,128,248000,371349116,512,357088360,7200,32,0,0,0,Purdue-Anvil
6780,2308855,128,248000,371400312,512,356106596,7200,32,1,0,0,Purdue-Anvil
6781,2308863,64,122000,669995440,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6784,132155,1,3000,14001489708,25344,389040476,34800,1,1,1,1,BNL
6785,28579,128,248000,371402164,512,357418340,7200,32,0,0,0,Purdue-Anvil
6789,67770,128,248000,371402028,512,355777384,7200,32,0,0,0,Purdue-Anvil
6790,8838731,256,510000,1340088584,512,527683920,7200,64,1,0,0,NERSC-Perlmutter-CPU
6796,8163983,8,32768,13947305224,512,593064760,34800,9,1,0,1,Manchester
6798,4031598,1,2500,2396968504,512,267690136,32400,1,1,1,1,Michigan
6803,1187419,4,30000,5871381852,512,500686908,34800,5,1,0,1,SURFsara
6805,1069466,4,30000,5003384716,512,503709500,34800,5,1,0,0,SURFsara
6807,188966,8,20240,1340892076,512,527600368,34800,5,1,0,0,CERN
6808,12500,128,248000,371397764,512,357314152,7200,32,0,0,0,Purdue-Anvil
6809,1406394,8,16384,312641876,20480,90319880,34800,3,1,0,1,PIC
6811,436623,128,248000,371398004,512,355550308,7200,32,1,0,0,Purdue-Anvil
6812,2590100,1,2500,3404161296,512,267110876,32400,1,1,1,0,Michigan
6820,2520397,8,24576,1767678992,28160,200289464,34800,8,1,0,0,Lancaster
6821,1184396,8,20480,3016327372,512,592733572,34800,6,1,0,0,FZU
6822,16535,8,20240,1270664796,512,514851628,34800,5,1,0,0,CERN
6824,188599,56,192000,149538872,39424,196111704,7200,15,0,0,0,TACC-Frontera
6826,341576,4,16000,188557948,16384,125107436,34800,3,0,0,0,JINR_CLOUD
6827,193313,8,24576,1867481760,28160,200118436,34800,7,1,0,0,Lancaster
6832,2445,4,10000,1620582472,14080,133872260,34800,3,1,0,1,CCIN2P3
6833,105494,128,248000,371343676,512,353526632,7200,32,0,0,0,Purdue-Anvil
6834,312,4,16000,188500456,16384,125107436,34800,4,1,0,0,JINR_CLOUD
6838,451280,64,122000,669995424,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6843,594521,8,20240,1326008492,512,527555476,34800,9,1,0,1,CERN
6845,32640,56,192000,149549392,39424,196111704,7200,11,0,0,0,TACC-Frontera
6849,75,1,2500,1847532280,19712,199971016,32400,1,1,1,0,Michigan
6856,3493395,8,24576,860311092,20480,98025028,34800,9,1,0,1,Lancaster
6857,423405,8,32768,739134292,512,525192768,14400,9,1,0,1,UConn-HPC
6859,266785,128,248000,371346428,512,357456232,7200,32,0,0,0,Purdue-Anvil
6869,21823,56,192000,149550920,39424,196111704,7200,15,0,0,0,TACC-Frontera
6870,31579,128,248000,911383128,512,263689912,7200,32,0,0,0,SDSC-Expanse
6872,30336,128,248000,371348552,512,352573540,7200,32,0,0,0,Purdue-Anvil
6873,970430,128,248000,371401132,512,357456232,7200,32,0,0,0,Purdue-Anvil
6875,95466,128,248000,371352612,512,357429348,7200,31,0,0,0,Purdue-Anvil
6888,8820301,64,122000,669995244,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6893,563611,128,248000,371398464,512,357454436,7200,32,0,0,0,Purdue-Anvil
6894,1460533,8,20240,2842180432,512,527497416,34800,9,1,0,0,CERN
6895,1225776,2,4000,822911836,20480,95643004,34800,2,1,0,0,BR_CBPF
6899,9444,1,2500,3424592928,20480,102248244,32400,1,1,1,0,Michigan
6900,182663,8,20240,1263933388,512,527067100,34800,9,1,0,0,CERN
6904,60103,128,248000,371398092,512,353690472,7200,32,0,0,0,Purdue-Anvil
6905,182932,128,248000,371397776,512,352717924,7200,32,1,0,0,Purdue-Anvil
6907,679796,128,248000,371398408,512,356886884,7200,32,0,0,0,Purdue-Anvil
6912,1582421,128,248000,371398016,512,355357032,7200,32,0,0,0,Purdue-Anvil
6919,222820,128,248000,371392832,512,353802856,7200,32,0,0,0,Purdue-Anvil
6920,222235,56,192000,149548036,39424,196111708,7200,15,0,0,0,TACC-Frontera
6921,187849,56,192000,149545700,39424,196111708,7200,15,0,0,0,TACC-Frontera
6926,1052721,128,248000,371343644,512,355095912,7200,32,0,0,0,Purdue-Anvil
6930,188037,56,192000,149547792,39424,196111704,7200,15,0,0,0,TACC-Frontera
6933,731879,4,10000,1686401112,14080,135500184,34800,3,1,0,1,CCIN2P3
6941,757972,4,10000,1586260980,512,200622432,34800,3,1,0,0,CCIN2P3
6943,93407,64,122000,669995248,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6946,220,8,20240,2974378016,22528,391509944,34800,4,1,0,1,CERN
6949,2352367,128,248000,371369572,512,355652712,7200,31,0,0,0,Purdue-Anvil
6956,34080,128,248000,371402224,512,356843624,7200,32,0,0,0,Purdue-Anvil
6957,319,1,2500,1504905872,30720,267492744,32400,1,1,1,1,Michigan
6960,4405117,128,248000,371348904,512,353005672,7200,32,0,0,0,Purdue-Anvil
6961,2188590,8,24576,887311692,20480,98783444,34800,9,1,0,0,Lancaster
6963,3662076,128,248000,371348552,512,352573540,7200,32,1,0,0,Purdue-Anvil
6964,4250305,8,32768,796658792,512,527107972,14400,9,1,0,1,UConn-HPC
6967,5651414,256,510000,1340088580,512,527683920,7200,63,1,0,0,NERSC-Perlmutter-CPU
6968,23202,8,32768,697362840,512,522498160,14400,9,1,0,0,UConn-HPC
6971,859079,8,20240,2976649312,22528,392291588,34800,5,1,0,1,CERN
6972,68231,64,122000,669995564,40960,131890088,7200,16,0,0,0,T3_US_NERSC
6978,387,8,24576,3438772920,22528,387762944,34800,9,1,0,1,SGrid
6981,190244,4,10000,1517597792,512,201031308,34800,5,1,0,0,CCIN2P3
6984,1307684,8,20240,1311200468,512,526735504,34800,9,1,0,0,CERN
6985,9542870,48,192000,149581344,33792,196453672,7200,13,0,0,0,TACC-Stampede2
6986,1921057,8,20240,1283452972,512,521693820,34800,9,1,0,0,CERN
6991,750716,128,248000,371398344,512,356253544,7200,32,0,0,0,Purdue-Anvil
6998,1494100,128,248000,317949248,512,357399144,7200,32,1,0,0,Purdue-Anvil
7000,60737,56,192000,149546292,39424,196111708,7200,15,0,0,0,TACC-Frontera
7002,221234,64,122000,669996064,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7003,3609961,2,8000,1607533828,22528,292062512,34800,3,1,0,0,RAL
7008,750202,128,248000,371342880,512,357178216,7200,32,0,0,0,Purdue-Anvil
7010,3250000,128,248000,371393444,512,356712552,7200,32,0,0,0,Purdue-Anvil
7012,222095,128,250000,2624934216,512,997138532,7200,32,0,0,0,PSC-Bridges2
7017,185953,8,20240,1153032148,20480,129868020,34800,8,1,0,1,CERN
7018,221826,64,122000,669995424,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7020,304,4,16000,188500868,16384,125107436,34800,5,0,0,0,JINR_CLOUD
7027,442,8,24576,1832650788,28160,200224336,34800,9,1,0,1,Lancaster
7028,5203340,1,2500,3103510292,36608,297679728,32400,1,1,1,1,Michigan
7029,468219,4,30000,5919809644,512,500686908,34800,5,1,0,1,SURFsara
7030,466764,8,32768,874864484,512,528123016,14400,9,1,0,1,UConn-HPC
7034,6932260,8,32768,874905420,512,524712420,14400,8,1,0,1,UConn-HPC
7039,463836,8,32768,740710284,512,523561612,14400,9,1,0,1,UConn-HPC
7040,463861,8,24576,1011860732,512,531801816,34800,7,1,0,1,SGrid
7041,462919,16,90624,553950916,16384,96993776,34800,13,0,0,1,CA_Victoria
7042,462464,16,90624,554719028,16384,96993776,34800,14,0,0,1,CA_Victoria
7043,98411,8,20240,1250777352,512,446461588,34800,9,1,0,0,CERN
7050,17921,128,248000,371400700,512,357451620,7200,32,0,0,0,Purdue-Anvil
7051,2308880,64,122000,669995160,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7055,96230,128,248000,371349164,512,355602020,7200,32,0,0,0,Purdue-Anvil
7059,1898130,128,248000,371351896,512,357342824,7200,32,0,0,0,Purdue-Anvil
7060,8381990,256,510000,1340088584,512,527683920,7200,64,1,0,0,NERSC-Perlmutter-CPU
7062,557304,8,24576,1855788780,28160,200616824,34800,6,1,0,0,Lancaster
7066,11617195,8,32768,6227559992,512,592463432,34800,9,1,0,1,Manchester
7068,185620,4,10000,1681621648,14080,133352096,34800,5,1,0,1,CCIN2P3
7073,1288715,4,30000,5913008508,512,500686884,34800,5,1,0,1,SURFsara
7075,1807305,4,30000,5359909256,512,503709500,34800,5,1,0,1,SURFsara
7077,189949,8,20240,1340892076,512,527600368,34800,5,1,0,0,CERN
7078,2921840,128,248000,371398360,512,357215076,7200,31,0,0,0,Purdue-Anvil
7079,406,8,20240,1708680252,20480,65924536,34800,4,1,0,0,London_Brunel
7081,1862979,128,248000,371398004,512,355550308,7200,32,0,0,0,Purdue-Anvil
7082,2152019,8,24576,854306780,20480,98282668,34800,8,1,0,0,Lancaster
7083,2094230,8,24576,1868353000,28160,200328764,34800,9,1,0,1,Lancaster
7090,368079,16,90624,558758572,16384,96993776,34800,16,0,0,1,CA_Victoria
7091,1528963,8,20480,3048328112,512,594552104,34800,6,1,0,1,FZU
7094,771616,56,192000,149539516,39424,196111704,7200,15,0,0,0,TACC-Frontera
7096,65835,4,16000,185876132,16384,125107436,34800,4,0,0,0,JINR_CLOUD
7097,511458,8,24576,1861874736,28160,199974932,34800,9,1,0,0,Lancaster
7102,9753,4,10000,1675997736,14080,131511392,34800,3,1,0,0,CCIN2P3
7103,2155734,128,248000,371343676,512,353526632,7200,32,0,0,0,Purdue-Anvil
7104,311,4,16000,188498884,16384,125107436,34800,5,1,0,0,JINR_CLOUD
7108,221698,64,122000,669971764,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7109,2982832,4,16000,335230468,16384,44467488,34800,5,1,0,0,JINR_CLOUD
7113,583196,8,20240,1325521580,512,527086524,34800,9,1,0,1,CERN
7115,66415,56,192000,149554460,39424,196111704,7200,10,0,0,0,TACC-Frontera
7119,2212489,1,2500,1839721512,19712,199262876,32400,1,1,1,1,Michigan
7126,465248,4,16000,563002368,36608,428982392,34800,4,1,0,1,London_QMUL
7127,396001,8,32768,635395220,512,525806176,14400,9,1,0,1,UConn-HPC
7129,33540,128,248000,371401960,512,356179048,7200,31,0,0,0,Purdue-Anvil
7130,962892,4,16000,737455860,512,1089880340,34800,4,1,0,1,London_QMUL
7133,9009534,56,192000,149552500,39424,196111704,7200,15,0,0,0,TACC-Frontera
7139,2320659,56,192000,149552124,39424,196111704,7200,15,0,0,0,TACC-Frontera
7141,2439680,8,32768,13850482736,512,593215828,34800,9,1,0,1,Manchester
7142,74875,128,248000,371401664,512,357347428,7200,32,0,0,0,Purdue-Anvil
7143,94423,128,248000,371401896,512,357450340,7200,32,1,0,0,Purdue-Anvil
7144,2435821,8,32768,873987036,512,527107220,14400,9,1,0,0,UConn-HPC
7145,12500,128,248000,371352612,512,357429348,7200,31,0,0,0,Purdue-Anvil
7146,974925,8,32768,839667860,512,526286808,14400,8,1,0,1,UConn-HPC
7158,8968671,64,122000,669995984,40960,131890088,7200,16,0,0,1,T3_US_NERSC
7162,1684526,4,16000,770624044,36608,428538856,34800,4,1,0,0,London_QMUL
7163,125021,128,248000,371449016,512,357453668,7200,32,0,0,0,Purdue-Anvil
7164,1088375,8,20240,1647502432,30720,527025360,34800,9,1,0,0,CERN
7165,1510666,2,4000,824991424,20480,95643004,34800,2,1,0,0,BR_CBPF
7166,2894083,4,30000,5943327620,512,503709500,34800,5,1,0,1,SURFsara
7169,319,1,2500,2310352256,512,266589244,32400,1,1,1,1,Michigan
7170,182554,8,20240,1121694956,512,524963948,34800,9,1,0,0,CERN
7174,300362,128,248000,371397916,512,357454696,7200,32,0,0,0,Purdue-Anvil
7175,680018,128,248000,371398188,512,357437796,7200,32,0,0,0,Purdue-Anvil
7177,523580,128,248000,371398408,512,356886884,7200,32,0,0,0,Purdue-Anvil
7182,1439131,128,248000,371397640,512,354487144,7200,32,0,0,0,Purdue-Anvil
7186,1953608,4,16000,176808924,16384,125107436,34800,3,0,0,1,JINR_CLOUD
7189,29641,128,248000,371393524,512,354855012,7200,32,1,0,0,Purdue-Anvil
7190,221906,56,192000,149548036,39424,196111708,7200,15,0,0,0,TACC-Frontera
7191,221697,56,192000,149548256,39424,196111704,7200,15,0,0,0,TACC-Frontera
7196,13225519,128,248000,371392924,512,355417448,7200,32,1,0,0,Purdue-Anvil
7200,58969,56,192000,149531900,39424,196111704,7200,15,0,0,0,TACC-Frontera
7213,46257,64,122000,669995248,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7216,105391,1,2500,1980267656,19712,200041276,32400,1,1,1,1,Michigan
7226,314880,128,248000,371402736,512,353918308,7200,32,1,0,0,Purdue-Anvil
7227,327,1,2500,1586046408,25600,267949612,32400,1,1,1,1,Michigan
7230,2309210,128,248000,371389904,512,350718056,7200,32,0,0,0,Purdue-Anvil
7231,2780993,8,24576,1873336520,28160,200497628,34800,9,1,0,1,Lancaster
7233,83704,128,248000,371401664,512,357338724,7200,32,0,0,0,Purdue-Anvil
7234,2384539,8,32768,817455456,512,526506388,14400,9,1,0,0,UConn-HPC
7237,5655833,256,510000,1340088580,512,527683920,7200,63,1,0,0,NERSC-Perlmutter-CPU
7238,35016663,8,32768,807925992,512,524733000,14400,9,1,0,0,UConn-HPC
7242,67413,64,122000,669995564,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7246,2273973,8,20480,3122569812,512,595088328,34800,6,1,0,1,FZU
7248,190241,8,24576,7508527356,20480,255249876,34800,9,1,0,1,SGrid
7254,1272003,8,20240,1302348228,512,503819564,34800,9,1,0,0,CERN
7255,790534,48,192000,149581344,33792,196453672,7200,13,0,0,0,TACC-Stampede2
7256,1825292,8,20240,1375426196,512,525644060,34800,9,1,0,1,CERN
7260,185683,8,20240,3028221152,22528,392797228,34800,9,1,0,0,CERN
7261,3634140,128,248000,371398344,512,356253544,7200,32,1,0,0,Purdue-Anvil
7268,11858927,128,248000,371397676,512,352809828,7200,32,0,0,0,Purdue-Anvil
7270,1489577,56,192000,149546292,39424,196111708,7200,15,0,0,0,TACC-Frontera
7272,187024,64,122000,669996064,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7273,1952281,8,24576,1826439716,28160,200379356,34800,7,1,0,0,Lancaster
7274,2540264,128,248000,371344896,512,357020260,7200,32,0,0,0,Purdue-Anvil
7278,3819937,128,248000,371342880,512,357178216,7200,32,0,0,0,Purdue-Anvil
7280,221959,128,248000,371393532,512,356241512,7200,32,0,0,0,Purdue-Anvil
7282,221526,128,250000,2558216164,512,997121384,7200,32,0,0,0,PSC-Bridges2
7287,148681,8,20240,1201716684,20480,129586744,34800,5,1,0,1,CERN
7288,393228,64,122000,669995224,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7290,3475974,4,16000,188559584,16384,125107436,34800,5,0,0,0,JINR_CLOUD
7293,166641,8,24576,863020164,20480,98209772,34800,3,1,0,1,Lancaster
7297,319420,8,24576,1871708324,28160,200249864,34800,9,1,0,1,Lancaster
7298,2832566,1,2500,3041867592,36608,299718644,32400,1,1,1,0,Michigan
7299,467166,4,30000,5920851004,512,500686908,34800,5,1,0,1,SURFsara
7304,1231858,8,32768,873628364,512,524967524,14400,7,1,0,1,UConn-HPC
7308,462573,4,10000,1687593924,14080,135461636,34800,3,1,0,1,CCIN2P3
7312,3212281,8,24576,1780987772,28160,199691688,34800,3,1,0,1,Lancaster
7313,98220,8,20240,1313844372,512,523350268,34800,9,1,0,1,CERN
7316,27997,64,122000,669995148,40960,131890088,7200,16,0,0,0,T3_US_NERSC
7319,1736167,128,248000,371400308,512,353389668,7200,32,0,0,0,Purdue-Anvil
7320,17882,128,248000,371400700,512,357451620,7200,32,0,0,0,Purdue-Anvil
